Mineral Name,Country of Type Locality
Boojumite,USA
Boothite,USA
Boromuscovite,USA
Bostwickite,USA
Bowieite,USA
Bradleyite,USA
Braitschite-(Ce),USA
Brannerite,USA
Brannockite,USA
Brezinaite,USA
Brianite,USA
Brockite,USA
Brucite,USA
Buckhornite,USA
Buddingtonite,USA
Burbankite,USA
Burkeite,USA
Burroite,USA
Bustamite,USA
Butlerite,USA
Bütschliite,USA
Cahnite,USA
Calaverite,USA
Calcioaravaipaite,USA
Calciodelrioite,USA
Calciohilairite,USA
Calkinsite-(Ce),USA
Callaghanite,USA
Calumetite,USA
Cameronite,USA
Canaphite,USA
Cannonite,USA
Carlinite,USA
Carlsonite,USA
Carmichaelite,USA
Carnotite,USA
Carrollite,USA
Caseyite,USA
Caswellsilverite,USA
Cavansite,USA
Cebollite,USA
Celestine,USA
Centennialite,USA
Cerchiaraite-(Al),USA
Alforsite,USA
Chalcoalumite,USA
Chalcophanite,USA
Chambersite,USA
Charlesite,USA
Chayesite,USA
Chenowethite,USA
Cherokeeite,USA
Chesterite,USA
Chestermanite,USA
Chinleite-(Nd),USA
Chinleite-(Y),USA
Chladniite,USA
Chlorophoenicite,USA
Christite,USA
Kalsilite,Uganda
Meta-ankoleite,Uganda
Mpororoite,Uganda
Waylandite,Uganda
Bismutotantalite,Uganda
Yttrotungstite-(Ce),Uganda
Xenophyllite,Ukraine (meteorite)
Acetamide,Ukraine
Donbassite,Ukraine
Fergusonite-(Ce),Ukraine
Feroxyhyte,Ukraine
Ferrohexahydrite,Ukraine
Mitridatite,Ukraine
Simferite,Ukraine
Syngenite,Ukraine
Tosudite,Ukraine
Carpathite,Ukraine
Gmelinite-Na,United Kingdom / Italy
Churchite-(Y),United Kingdom
Clinoclase,United Kingdom
Cornubite,United Kingdom
Cornwallite,United Kingdom
Alstonite,United Kingdom
Cymrite,United Kingdom
Dalyite,United Kingdom
Dellaite,United Kingdom
Devilline,United Kingdom
Diaboleite,United Kingdom
Dickite,United Kingdom
Edingtonite,United Kingdom
Epsomite,United Kingdom
Ferro-pargasite,United Kingdom
Ferroberaunite,United Kingdom
Ferrobustamite,United Kingdom
Ferrok?sterite,United Kingdom
Fluellite,United Kingdom
Garronite-Ca,United Kingdom
Anglesite,United Kingdom
Gobbinsite,United Kingdom
Greenockite,United Kingdom
Gyrolite,United Kingdom
Harkerite,United Kingdom
Heulandite-Ca,United Kingdom
Hilgardite,United Kingdom
Hydrobasaluminite,United Kingdom
Hydrocalumite,United Kingdom
Hydroniumpharmacosiderite,United Kingdom
Hydroscarbroite,United Kingdom
Jamesonite,United Kingdom
Johnsomervilleite,United Kingdom
Kernowite,United Kingdom
Kilchoanite,United Kingdom
Lanarkite,United Kingdom
Langite,United Kingdom
Lanthanite-(Ce),United Kingdom
Larnite,United Kingdom
Leadhillite,United Kingdom
Liroconite,United Kingdom
Liskeardite,United Kingdom
Lizardite,United Kingdom
Arthurite,United Kingdom
Ludlamite,United Kingdom
Macaulayite,United Kingdom
Macphersonite,United Kingdom
Ashoverite,United Kingdom
Matlockite,United Kingdom
Mattheddleite,United Kingdom
Mendipite,United Kingdom
Mereheadite,United Kingdom
Metatorbernite,United Kingdom
Mottramite,United Kingdom
Mullite,United Kingdom
Namuwite,United Kingdom
Olivenite,United Kingdom
Banalsite,United Kingdom
Bannisterite,United Kingdom
Parkinsonite,United Kingdom
Penberthycroftite,United Kingdom
Pennantite,United Kingdom
Pentlandite,United Kingdom
Pharmacosiderite,United Kingdom
Phosgenite,United Kingdom
Pigotite,United Kingdom
Plattnerite,United Kingdom
Plumbonacrite,United Kingdom
Barstowite,United Kingdom
Polyhalite,United Kingdom
Portlandite,United Kingdom
Barytocalcite,United Kingdom
Bassetite,United Kingdom
Rankinite,United Kingdom
Redgillite,United Kingdom
Redondite,United Kingdom
Rhabdophane-(Ce),United Kingdom
Rickturnerite,United Kingdom
Bayldonite,United Kingdom
Bazirite,United Kingdom
Rumseyite,United Kingdom
Russellite,United Kingdom
Rustumite,United Kingdom
Saponite,United Kingdom
Scarbroite,United Kingdom
Scawtite,United Kingdom
Scotlandite,United Kingdom
Smithsonite,United Kingdom
Somersetite,United Kingdom
Stannite,United Kingdom
Steverustite,United Kingdom
Stokesite,United Kingdom
Strontianite,United Kingdom
Susannite,United Kingdom
Sweetite,United Kingdom
Symesite,United Kingdom
Tacharanite,United Kingdom
Tennantite-(Fe),United Kingdom
Thomsonite-Ca,United Kingdom
Bettertonite,United Kingdom
Tobermorite,United Kingdom
Tristramite,United Kingdom
Uranospathite,United Kingdom
Vaterite,United Kingdom
Birnessite,United Kingdom
Vivianite,United Kingdom
Vochtenite,United Kingdom
Wavellite,United Kingdom
Witherite,United Kingdom
Woodwardite,United Kingdom
Wooldridgeite,United Kingdom
Yeomanite,United Kingdom
Bobkingite,United Kingdom
Botallackite,United Kingdom
Bournonite,United Kingdom
Bredigite,United Kingdom
Brewsterite-Sr,United Kingdom
Brianyoungite,United Kingdom
Bridgesite-(Ce),United Kingdom
Brinrobertsite,United Kingdom
Brookite,United Kingdom
Caledonite,United Kingdom
Cassiterite,United Kingdom
Chalcophyllite,United Kingdom
Chalcosiderite,United Kingdom
Chenevixite,United Kingdom
Chenite,United Kingdom
Childrenite,United Kingdom
Chloroxiphite,United Kingdom
Chrisstanleyite,United Kingdom
Stibiocolusite,Uzbekistan / Bulgaria
Hydroglauberite,Uzbekistan
Khamrabaevite,Uzbekistan
Kuramite,Uzbekistan
Kyzylkumite,Uzbekistan
Arsenuranylite,Uzbekistan
Mavlyanovite,Uzbekistan
Mohite,Uzbekistan
Avicennite,Uzbekistan
Nekrasovite,Uzbekistan
Stistaite,Uzbekistan
Tsnigriite,Uzbekistan
Turanite,Uzbekistan
Uklonskovite,Uzbekistan
Birunite,Uzbekistan
Vyacheslavite,Uzbekistan
Chatkalite,Uzbekistan
Gaylussite,Venezuela
Rossiantonite,Venezuela
Sveite,Venezuela
Brushite,Venezuela
Donwilhelmsite,Western Sahara (Meteorite)
Florenskyite,Yemen (meteorite)
Andreyivanovite,Yemen (meteorite)
Riebeckite,Yemen
Claringbullite,Zambia
Drysdallite,Zambia
Hejtmanite,Zambia
Isokite,Zambia
Kanonaite,Zambia
Parahopeite,Zambia
Tarbuttite,Zambia
Zincolibethenite,Zambia
Grayite,Zimbabwe
Bikitaite,Zimbabwe
Zimbabweite,Zimbabwe
Chrysocolla,unknown
Cinnabar,unknown
Cobaltite,unknown
Copper,unknown
Diamond,unknown
Epidote,unknown
Ferro-actinolite,unknown
Ferro-edenite,unknown
Ferro-hornblende,unknown
Ferro-richterite,unknown
Ferrosilite,unknown
Fluorite,unknown
Galena,unknown
Gold,unknown
Graphite,unknown
Gypsum,unknown
Halite,unknown
Halotrichite,unknown
Hematite,unknown
Ice,unknown
Iron,unknown
Kalinite,unknown
Arsenic,unknown
Lead,unknown
Malachite,unknown
Marcasite,unknown
Melanterite,unknown
Mercury,unknown
Mirabilite,unknown
Molybdenite,unknown
Muscovite,unknown
Natron,unknown
Nickeline,unknown
Niter,unknown
Opal,unknown
Orpiment,unknown
Orthoclase,unknown
Phlogopite,unknown
Proustite,unknown
Pyrargyrite,unknown
Pyrite,unknown
Quartz,unknown
Realgar,unknown
Siderite,unknown
Silver,unknown
Sphalerite,unknown
Spinel,unknown
Staurolite,unknown
Stibnite,unknown
Sulphur,unknown
Talc,unknown
Beryl,unknown
Topaz,unknown
Tschermakite,unknown
Turquoise,unknown
Borax,unknown
Calcite,unknown
Chalcanthite,unknown
